harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25
-21.250188944744757,-27.432772761459717,-26.272432653398575,-36.68123507243064,-27.50408835166023,-52.20769890647669,-53.207367823054774,-51.12554362512761,-41.80445686493122,-50.65913564913324,-53.761192224531,-50.15574583282288,-54.85211985012096,-56.53200899977603,-62.61850906677965,-60.84195444855357,-64.11747291110906,,,,,,,,
-30.706592845858967,-35.30237958874595,-50.91255119236786,-48.150805216003704,-48.47038505340147,-55.761945387845316,-45.00533301791668,-52.173815284654715,-54.814748706998415,-60.072962181209576,-66.2344087250381,-70.08225439292508,-70.31770037781149,-78.36810530840371,-76.15073919526765,-76.9919384621179,-70.32627548695399,-83.90068871469519,-80.66735967672246,,,,,,
-33.193615732858284,-37.00388232986198,-43.878766857191174,-44.49673525272594,-38.06531493794275,-44.38310929771471,-58.41029312083327,-71.02882400651461,-66.0780291050143,-64.06500467719923,-79.75507011315685,-72.93854246076074,-82.55687428229649,-66.75451868748657,-75.09930130102701,-78.1890652793248,-68.74127840142167,-76.20586540298058,-86.1741742167797,-86.07240306526971,-83.20099422982793,-73.98840027103338,-73.98840027103338,,
-27.76694921851424,-30.41782832096953,-37.094735590945334,-32.31694203835936,-37.05195610520913,-41.63733820010935,-65.92432261047242,-58.921170021773854,-50.20266048053392,-57.52508934561275,-58.39028510636453,-56.78074605887003,-55.173268657059175,-56.61403729252381,-61.2250818889043,-75.19998775511895,-67.97194232127266,-71.10177918704606,-61.21788777158243,-73.13802653262199,-66.02024947207,-66.38967721012993,-76.83910870944159,-75.60463327638855,-83.25258057640698
-56.971468901250525,-47.3517419429748,-49.8896516214952,-63.6914790649918,-73.5399718982751,-66.05581653769855,-79.03095109479747,-82.49803481116678,-85.6550584937736,-84.95128380773473,,-89.83821859046698,,,,,,,,,,,,,
-15.409152207223245,-24.62630875465012,-25.842930019961475,-35.98047852805576,-32.33766045994409,-54.452267141822226,-49.9875891566102,-38.247580995706635,-51.63213006199873,-51.14835303521819,-62.02731884288939,-65.3487815953579,-54.44174723637718,-75.08321480390975,-72.14355841138706,-78.07568204491012,-71.86294088016437,-67.7981851601577,-78.26129442599878,-69.38913135926654,-67.83491360748617,-86.51242512946313,-71.04362493452597,-62.69061695431575,-75.52213280272288
-53.79506301173597,-47.05365637513738,-41.35574819704365,-43.23511378080912,-52.1081170125413,-62.983916723816975,-73.73212356954986,-71.71319840050505,-68.49911021990093,-70.54650977984033,-78.51132435252407,-73.70003823305613,-84.99011714060198,-82.46437599889872,-75.24079066207703,-67.90484356918763,-87.76746633040786,-79.05630332057767,,,-87.63856867659055,,,,
-38.95341740619206,-45.314189345770224,-48.62085434539953,-53.82990542305363,-67.54292946833037,-55.79857296682162,-73.30257639636874,-62.0248459363553,-72.41049434704661,-68.94435556361428,-74.25093642626358,-73.78662253822506,-84.55188442895161,-88.97083556952899,-85.69158319843226,-82.99105333195888,-85.06909800051517,-86.65162179102252,-87.02570163296609,-86.60992302164887,,,,,
-24.64603685003828,-41.891002837120865,-40.08206177462933,-37.08573697617234,-33.47193146275756,-43.826269916872135,-53.14301008643834,-57.83550905384639,-54.03601608172134,-55.687206414520396,-59.72741627895172,-72.25388218181455,-70.83861083727854,-69.16989078340264,-70.98615408060758,-65.25404289545212,-70.26008164190473,-68.81138673411097,-84.14043389561411,-74.0387763855127,,,,,
-24.236872908631916,-41.93603434717037,-38.74326899383056,-31.354355088536224,-31.987441470900038,-44.37588136128357,-38.61653259478615,-47.268600201366205,-49.385529525691084,-49.926605079567565,-59.76343482938855,-52.2201506349067,-56.67398673911195,-63.66592814933383,-60.11428906232466,-71.46938398836987,-84.09142597300304,-66.43801429775675,-63.33181434372083,-81.36887392509291,-72.32301705840183,-72.03863232354338,-60.070929341793146,-75.24478017437168,-75.77199631250384
-17.309332499259725,-27.427726448349404,-31.431406957599723,-39.624164342056154,-27.965736192062767,-52.40424549486671,-36.17512371391106,-47.85231883527854,-47.16375301403374,-47.29969624950097,-49.00152369170989,-58.807581055678874,-62.30943262688804,-60.65183960469995,-62.44839005065089,-60.895266192619054,-63.78252259419125,-63.39576238043214,-75.81653144071402,-80.54339071140747,-87.67100013114066,-70.70819010305344,-70.80855683275314,-74.00415250116238,-75.45170747145147
-27.397725553991126,-32.635214521421176,-48.963136202728165,-30.58611048811941,-45.89464943813249,-45.901223643601966,-45.80080533777296,-54.706847836700305,-61.65743739293092,-64.36519071871511,-73.67420112547354,-78.64223547740107,-70.67985813345557,-72.26930419476307,-72.3360541696263,-68.08678417236416,,-80.55777756456717,-88.02372752839649,-84.70802040344073,-86.32068830710323,,,-85.754153431826,
-33.934699955846746,-45.254478279902926,-48.99596640079973,-41.28391663160568,-55.35891603218253,-61.0331447297165,-49.66826748425805,-50.92987340536098,-59.503514999985626,-53.35830848522781,-68.82850503110927,-63.13441359115022,-70.91732121975134,-71.3538045243882,-73.50352314658369,-66.30883717655209,-69.77140224698341,-73.20230355375479,-71.41728560971879,-73.56180587634594,-81.24327545899652,-86.59771393474968,,-86.52671504170324,-88.37933862226784
-24.196532111828105,-38.84003938612676,-51.75768227109743,-57.117544320024784,-38.948016632191774,-44.54236930361285,-49.200328018229726,-46.83255843166724,-68.93016234577462,-48.95052961388647,-67.61940866635483,-68.40851724356413,-62.57819186105979,-66.93422294145898,-79.92284588971813,-66.28119986463292,-84.70729700825112,-80.22813236417875,-71.76764206338015,-78.28215903692927,,,,,
-56.25684499369254,-59.88142297593347,-71.99401837370219,-69.68429421627769,-81.87192019320148,-80.07319610846614,-85.96624244445015,,,-87.51541977271546,-83.32312020762183,-86.341613753786,,,,,,,,,,,,,
-44.159374678925424,-45.464121676048705,-60.3253235954146,-55.624651849045364,-68.80559983409769,-69.5313277687099,-59.42475544327772,-71.64192740861714,-73.73697146439777,-86.8148330551827,-70.8832899174408,-76.02570114515942,-80.4281727992486,-85.47918704544557,,-85.70515817186367,-83.95281631578763,,-86.69381580155517,,,,,,
-26.90334564339296,-34.0616589661329,-32.825405282949255,-50.81407933219726,-33.46894292304645,-50.32978636334247,-47.583956518303474,-46.19563989140629,-58.0375357101937,-53.99793633926252,-57.84044217319245,-64.41154684832787,-76.67218146696982,-69.06065031513036,-60.99930556008108,-68.85485513376075,-66.43384870229963,-65.6984840871789,-83.90274412511683,-77.0379666259863,-82.68978308286931,-71.32511203489699,,-78.8113717310895,-77.27690177894773
-25.1142883237894,-33.09815565871527,-41.30063441238603,-34.03346743677277,-49.460252333771116,-42.44495739644709,-47.61272589427962,-38.84905306847358,-63.77542451847054,-62.53262174918984,-55.550989995291715,-64.37155176189114,-62.055585708142836,-63.90766745203445,-62.16175644195256,-58.13592545233751,-70.88458184455907,-69.40537425656541,-76.89124612018108,-70.98039117492655,-83.16687262590429,-71.99295935430399,-77.48141238242302,-74.29741019539713,-75.15442925008712
-16.745174435063166,-32.18964013402259,-28.54825005093513,-47.03203993642752,-36.4625682707195,-55.76794480875775,-42.95447348897434,-42.18595919119445,-54.397297381022426,-46.9945895422333,-58.66721819032677,-48.477310296276336,-64.91339911253512,-69.01185436494097,-52.91996407113655,-69.84916124809888,-75.73855627913363,-74.27816970522429,-55.97256568817492,-52.360607234626656,-77.7507980200938,-67.64886673583084,-74.20475114322775,-79.17795626706793,-78.71747350796647
-42.47557136074917,-54.98076626793338,-42.791207191062334,-54.89686328039183,-46.49382599622341,-48.00191534493739,-59.4263211367429,-60.32835868053591,-60.21272423741355,-65.38142856559082,-65.99488572529607,-71.09300317461529,-66.22013135146645,-72.01035634515556,-72.17444623982648,-60.64347884888267,-67.6625039999541,-79.18628153219225,-73.68220030406773,-72.40944743724266,-72.16172054773361,-81.34283350721161,-84.47778502565887,-86.61290707561842,-79.21208524667831
-46.4314073266469,-42.5869932820767,-52.270564686806566,-59.39650796699415,-64.02896492113727,-62.73681411203846,-63.97559294821568,-73.36609193591278,-77.34945246912217,-64.98949956744111,-77.95094294771917,-76.83787548345404,-76.70924190238442,-89.69045949124691,-80.48942916792889,-82.54391760005373,,,,,,,,,
-27.072633779148074,-27.96230407702265,-36.939074869878795,-37.95752352451715,-45.87766115867844,-35.08481668826707,-46.20323959147662,-43.135194136646795,-51.9920119467712,-44.29461357456633,-60.03553311939482,-37.23311361347786,-55.638424821246424,-48.17590347871038,-59.67670307084188,-55.145989735283145,-71.30802165592605,-55.78971780392103,-60.637863871674774,-67.34054984482674,-65.28936530537645,-60.00075311435501,-68.9733023353489,-57.47754466363679,-64.56724560808084
-29.137973296302977,-25.697927117011222,-35.01166831835592,-37.9114713151651,-53.4052310517925,-51.45756112793086,-45.396219626321496,-47.16727211821133,-45.64510664243422,-57.39091467737894,-62.536851426801476,-67.06644374464142,-61.03727308915051,-57.42247745229152,-56.34438370301487,-68.60346720489258,-63.57648243659474,-74.94108633321106,-73.41323191026989,-74.63202340586969,-68.18533352999593,-84.18241156626462,-69.35912971320093,-74.50988984224047,-77.34932785328513
-39.55585467444881,-47.398289800776595,-42.09434778442268,-44.55176261012341,-42.00214350063644,-66.37081670033898,-62.74602498833747,-71.645081169324,-70.71045573635271,-73.38618506118989,-67.26588730278817,-71.72539836132341,-68.37436173993346,-74.75142211640265,-75.83417980972982,-77.55048591421618,-69.17911960579164,-81.49103117585557,-79.87597864842495,-77.5354054068655,,-89.74325336256605,,-86.87557995364729,
-16.541268898532984,-35.82636348750444,-35.23453928069971,-39.93551653578236,-37.90451911240336,-29.13796181281938,-38.79803938139685,-36.57892779202589,-25.889842139543475,-35.78362148942139,-42.49119751622509,-40.709844256319315,-40.401444275744424,-55.87640612854978,-50.4147728618422,-63.48677751295644,-56.106617717214185,-61.50112714126226,-53.26771874801619,-62.04227156999041,-48.25775704304744,-64.66435784610427,-52.74031820078134,-62.95970626899066,-74.0938031775273
-49.6401226901566,-45.31647567081819,-56.24920975651054,-62.96521744287875,-52.21153889352777,-56.071946578253325,-71.05324114419619,-48.912209969371155,-63.74902009206624,-65.97526905333987,-71.20807267340575,-63.85057768311026,-70.91622401328898,-68.26570907049357,-73.14348800759001,-62.641914122999125,-65.81450425561748,-67.70312071657084,-63.17088311458174,-61.23062491713093,-77.28872419793413,-81.72552974822008,-89.2733415890883,-85.88442831025608,
-21.658637569700595,-23.580366004052905,-33.73583571112411,-33.385453868469575,-36.91418904632983,-52.10304919384238,-70.72789955529237,-53.466283581231274,-48.940976188463175,-63.496035779920184,-61.443531158386875,-65.50930280903383,-61.80511450170125,-61.35008548522128,-67.76286466978786,-72.6507330396919,-70.3959735010299,,,,,,,,
-35.22319474950463,-48.23964289204342,-52.65445241654461,-47.666795674615216,-58.92131429032201,-65.92961942013476,-68.10437911372303,-73.98195516373742,-77.9174213076009,-67.58924194302614,-76.75631376641047,-76.32441545861111,,-87.81224413209306,,,,,,,,,,,
-38.157762298093004,-46.80216313736946,-51.580619258832684,-48.81083919382503,-44.3704312493335,-55.23003516651851,-48.23310858345532,-64.85808700918771,-64.67671797116404,-83.36420054588767,-80.09253884248054,-87.38067721320161,-68.98030173068227,-71.93689365519948,-79.79230866296693,-84.27116889406021,-79.61917657905389,-83.13901428249272,,-89.62271092193666,-87.76214745837888,-89.391848855688,-88.14345681499294,-82.49834245933901,
-48.592823577572716,-43.84260049188057,-51.85652415679577,-44.21218270065558,-46.09745740204857,-37.996340008162676,-54.26823670317798,-55.03878709758085,-52.639660064910714,-51.7072401169104,-57.398151194868,-57.029864666493076,-77.13627470915422,-60.29330073929476,-70.44719995540675,-72.97362499509306,-64.44554163990944,-76.46936148538315,-78.41291316408439,-80.24788849639253,-78.67576512072259,-75.87724089551834,-77.80667535159816,-86.40753333325179,
-29.975940743014654,-40.149704321634125,-16.843490002809382,-34.97534907814331,-37.741140132980014,-38.03168918624673,-60.93946028254439,-82.84909608189079,-79.96139417913548,,,,,,-89.75453375866944,,,,,,-89.63325526099204,,,,
-32.23945183274076,-39.1521845812765,-41.440605590425655,-59.710885718411205,-56.438333171853,-53.72935275325134,-52.85195593159525,-48.96857168245076,-52.52511613491678,-59.18018515324059,-54.67566333960347,-58.220297158252265,-61.06296024804942,-63.87659286370017,-67.15016896144373,-71.85482565412474,-71.9740631585925,-77.44281258931196,-77.00894764397964,-81.88693330785539,,-80.32586201673284,-80.24623731317399,-88.49460110474979,-82.6518278424747
-14.798130787180707,-16.854379691209893,-34.454344207690966,-31.4357522584796,-46.67848607052909,,,,,,,,,,,,,,,,,,,,
-68.11763804105597,-49.889764290122415,-59.63731441731038,-55.29897255043481,-51.70754924881158,-69.48550183151876,-70.01501943024905,-75.20256863278136,-78.14801674575828,-84.17704864349919,-87.97917293633766,,-89.21166359062596,-89.3795859270879,,,,,,,,,,,
-30.155710017682463,-31.858810585476817,-51.50533015320635,-42.90527050502568,-46.81718594644513,-59.59151886285442,-54.12421477693299,-39.34497899096221,-37.750261090402546,-55.716137552818736,-61.43819720888961,-74.04403669589071,-64.00157850358967,-77.1064180645612,-68.59386942144202,-67.94822410647102,-73.74072366503445,-69.10562172682725,-77.80800188336293,-69.05269956284637,-68.3421731087139,-84.17903078130196,-71.46464314496193,-71.4884256089774,-80.05496297901294
-38.80360431374014,-52.0116498958931,-44.935668972370586,-50.44969856998985,-47.37414838430243,-54.4065001781187,-60.71702747337926,-60.416372172292355,-66.02724025838059,-65.29886917461079,-71.34222711599375,-76.9900059809344,-75.29484692774693,-80.7462661580748,-70.94230959620188,-69.4659436282061,-78.57168084496469,-83.08625969925536,-81.85956570703858,-78.27179452829652,-87.80809575872954,-85.6886333009137,-86.64270072859294,-85.56126987413604,-88.92460216444056
-18.13557534523776,-24.113553327821712,-33.35548600080717,-42.89609403321777,-36.1110904833934,-39.961480806071364,-35.36874882245156,-53.9652105822637,-49.6477658826932,-54.5702604412634,-57.45361176979666,-57.389774987314674,-58.841165620389425,-65.90556300988297,-56.283023418248895,-60.26568629745951,-62.458610532611395,-83.61202543383811,-83.21909520007449,,,,,,
-22.194026727938002,-52.1956745949723,-38.31151435671963,-41.14253795462985,-45.578097485739036,-45.60050399518986,-46.46910179850391,-61.83427209247517,-59.743919269673285,-61.747201347024756,-61.97091676681102,-71.01057278434281,-87.60848614740736,-71.35114802175453,-89.2741944735058,-88.116295713124,-86.19441937296281,,,,,,,,
-43.88120104170358,-60.07078769126327,-67.9490775654771,-64.18132962590737,-66.51685183814031,-85.51187108219912,-79.74413665249958,-79.7517782806602,-87.13899777680017,-89.14874790683056,,,,-89.68465459464296,,,,,,,,,,,
-18.320518787616457,-29.590169216497088,-39.14802593167486,-37.98684393672006,-35.89905963616373,-52.781492557919215,-59.55186356980582,-40.43668161066947,-58.75279528565524,-55.45122937171928,-60.648721030849586,-71.55827918228145,-66.52745026337583,-57.87038186325482,-64.9300712170976,-66.11118495307213,-60.220469062076354,-66.21701622043331,-73.1017371524015,-66.49592851416766,-66.03829608129054,-74.16555949569802,-81.21493214002297,-77.88644565744082,-86.95268715541872
-26.495522072758117,-31.167011315121663,-67.31477481543935,-41.27849570891255,-53.63468255577877,-67.90053874278371,-62.923045228791935,-64.19115015900394,-67.31676338207627,-70.74611680885381,,,,,,,,,,,,,,,
-34.16589299890254,-41.77489667975155,-42.72718763083897,-41.89183409442091,-56.73786032682673,-48.60345272309096,-57.06887069656225,-56.89645410669048,-71.89708896966792,-68.14459716647976,-62.77589729007828,-65.74519265865395,-59.908075270699726,-66.91534986303384,-85.61260468683804,-67.89215927654074,-74.23871651985512,-85.76809245709521,,,,,,,
-51.38811482515535,-52.91363500088678,-62.82426039044928,-58.79266420054891,-69.26404635476746,-60.37080670541734,-70.3222792338291,-54.90682511367491,-67.03178991548552,-55.505571211198635,-71.68945598597516,-66.63161556399679,-69.66092843775918,-81.9317110235661,-71.28256122747064,-75.6322867083082,-80.53640360397365,-86.8980550893352,-80.01992100741651,-80.98799886658358,-83.66458028551854,-85.44076862189179,-83.1110554502705,,
-28.93261194238921,-34.184030315155894,-20.307992717280452,-34.58093848821921,-54.50930057008847,-42.061335945853756,-45.759188987600034,-49.677924206513175,-48.192162793937044,-54.419421487834825,-65.56203546472331,-75.19864620407121,-70.63727848775025,-75.24534202347726,-66.86114535125515,-66.86114535125515,,-66.86114535125515,,,,,,,
-34.2467680068003,-46.45581334938739,-57.9194553245311,-53.25896230625436,-53.532855146509604,-65.77469136128312,-53.2765265710445,-65.04156106050135,-74.64767776106362,-72.92339618789103,-68.72859115067388,-76.61942836087903,-76.38389471969349,,-88.91943721895088,-83.61300728221202,-84.10690387524286,-89.8503702349353,,,,,,,
-28.04682899008459,-39.48367712804826,-39.45235313810364,-33.37175348771839,-49.759419508337125,-53.713976632357095,-64.12840909917125,-87.28594036625734,-61.71851400362842,-69.0149824229241,-74.71507624143885,-76.21010755435022,-76.68847953230231,-80.9145091463009,-72.421948367512,-67.87357115081288,-88.12735750481102,-83.75780695954329,-85.69403035713262,,,,,,
-48.053638493327625,-49.46386451221268,-43.10233738132395,-49.697623701871954,-62.70489612114999,-54.772254432073105,-50.30593712398942,-57.619515508397384,-63.60043895098486,-70.10868981843511,-60.69873316582618,-77.90618237205977,-65.51473495021855,-81.44326247107848,,-72.62568634217484,-89.03352692608397,-85.91157379215667,-77.79886585164871,,,,,,
-47.979202204817554,-57.43536417306537,-46.581480242164865,-57.34813557733742,-50.65540222068935,-49.89219238092945,-55.01596805926412,-57.09547223298891,-55.0284103360717,-64.38634232232452,-74.51491707422227,-79.34696475602388,-66.42760781659345,-70.47652801933116,-79.13869591100666,-73.48638208889625,-80.4685827551546,-78.1026197099646,-73.42047276725688,-76.76680860402841,-79.3750588181284,-75.55500287099444,-86.44959674543662,-74.37401566503176,-77.84802907620376
,-26.479261604554782,-45.870476324774245,-41.0643987253065,-55.48213958659168,-64.53017423399473,-56.186335229007966,-51.483219587041035,-50.703497399365865,-44.750288832175826,-46.426162862219286,-51.211958610731536,-58.17834473411169,-66.86317568503684,-47.04719812337832,-51.30899678564228,-63.825974592588764,-64.67175186109345,-64.36972389178388,-65.25782027056425,-66.16133717396663,-64.5499506360847,-76.14946247163961,-64.31215336097866,-64.31215336097866
-20.687962968308664,-30.154727476748334,-40.35293952074842,-58.984427255364764,,-63.789831998375966,-55.91336829991113,-56.9601938602829,-70.73597362309053,-58.56743360905533,-68.81820040452571,-78.56683122071044,-68.77123648843133,-68.38325448264074,-68.85974857051649,-78.43311373709386,,-83.9417987713504,-81.24833638014594,-87.2686469163965,-88.90226350269943,-84.85963539153015,-83.55279560485214,,-87.9849986697606
-38.05122709614626,-38.920466703674705,-30.834565021958745,-46.469696493338766,-42.648538363817266,-53.70181788720101,-61.19970368379699,-59.39741239755462,-65.3613628799816,-68.28365051218958,-70.98468412610411,-71.4639197482399,-72.13808585637142,-82.44126632843727,-76.13222369970414,-81.31474364928425,-83.13901298584432,,,,,,,,
-32.57129110056384,-47.155845058601756,-34.02896584182236,-33.42491175485211,-51.89298918313847,-48.94297568829083,-56.60956742731501,-53.346543726906226,-55.822930513736914,-52.77086510121077,-68.15889164830688,-75.40564083331178,-72.33862260275552,-73.07406113481134,-74.91067538056569,-75.32701066018437,-72.80354347724374,-82.95579417114784,-82.14454111868292,-87.09553140158029,-85.49078832452396,-88.61089649936439,,,
-51.35523670991192,-25.833056598764305,-45.63810773596205,-38.3749874871657,-33.91555758202363,-44.43534410364001,-45.31567995610864,-52.80419157258997,-55.05434092656011,-48.300159891141504,-56.73641331134184,-51.2359486372446,-63.023350809111264,-75.85230202268026,-60.774688243676096,-68.54977806912542,-83.01975350844558,-68.22681782016542,-83.1253448864384,-76.69344333600246,-82.62298890788705,-79.03733828313209,-86.96884219546261,-84.16880175525813,-80.5715666533562
-12.191601496929522,-27.366220854868292,-30.190781255680584,-21.40474869559098,-41.56447275439676,-29.991527189206927,-39.63667473147854,-42.75819773444772,-43.58328232656744,-44.62352274539857,-49.43927408491299,-44.3531633087217,-61.05007333814256,-61.62779104476893,-62.062379343776726,-58.799271732103804,-54.38178655007707,-57.46691973449399,-58.178857509839425,-80.0431860102287,-70.15415828539699,-71.33953093065004,-67.73743382527499,-66.90781277185066,-72.22997644858035
-12.725513954317242,-23.79268932183795,-42.354897005458895,-36.774823977430415,-35.38727664402901,-33.30169515530403,-36.992059321779934,-38.41693516636103,-50.116776084086816,-56.87374193328332,-50.53245579907513,-48.124014606848384,-54.105342800964706,-60.83729698749374,-52.12039856212538,-61.02840645838805,-54.58583033330569,-57.38837039271013,-84.14821848406739,-72.42538219212818,-68.66116997887619,-77.82103815038859,-62.528345806102884,-70.84904716720251,-75.38093939346533
-36.169280974445265,-31.949331916067273,-38.77645575544615,-40.51981063496807,-47.31131060571436,-58.64103760968985,-57.26245762586132,-52.84501295065164,-67.11434019555742,-62.10478019765063,-56.669713265391216,-58.53944393210405,-68.10533512951797,-69.58424948071423,-79.069208891344,-65.44754502725057,-73.6748064423278,-67.61383765324706,-73.51175534469554,-76.4605947325079,-79.89579128553414,-84.9740614783452,-82.5220441115609,-78.07518288636363,-82.57754025475319
-23.551440399235826,-30.757195707672054,-41.58200284019965,-41.671670280376915,-38.54170265753919,-48.848655165846026,-53.3902707295845,-58.376620969798424,-61.23598119597185,-59.6649486193619,-59.17917748724629,-73.45291347308522,-69.02649566431917,-70.87381202645497,-77.98635369476138,-76.32432767361674,-76.40412826431015,-84.69970285881881,-88.57233735412893,-79.51618128933112,-87.26817344506453,-88.29236524825095,-87.83492336474107,-83.50301125213305,-83.73439245004673
-31.23632813865775,-28.234475143679994,-49.47837527828166,-54.063713292526245,-49.76940300508029,-40.65468733935011,-64.64520318772671,-57.19616169173402,-56.140305312820324,-71.32302420940299,-53.67299942047722,-81.92360189192871,-79.96174017730785,-87.08518344660894,-67.01123824942142,-70.47926424562267,-78.73366187979533,-84.93527519239166,-88.61346368663598,-83.74048370667909,-83.11518775502373,-88.36587800732502,-77.03116983506548,-89.15190500575636,-83.38096543398163
-42.99950631318898,-50.69744885509779,-49.56141022998675,-54.32560364900751,-46.58464432865917,-49.52699118720815,-71.97881998681517,-60.324678542008286,-60.85375886469367,-67.93404086807895,-63.40146982537992,-65.23998837467146,-72.63928913546823,-73.05590976723985,-76.50987281193508,-76.34247825606826,-75.29085056309044,-80.78449349329476,-81.64983530018455,-85.87247256946358,-85.99091198444994,,-88.6086224418853,,
-21.059780421345707,-47.35827137261492,-26.288705254285958,-39.446333814793014,-37.29413082596195,-36.014276495198104,-53.040426950637034,-54.47274891585184,-55.701001229524856,-53.82803674298626,-49.371911160151406,-59.36875578625233,-65.08253992570442,-70.54274889054987,-83.90840449946938,-68.49845881391337,-72.68016282008954,-66.29638114477136,-75.52865148531733,-73.24270026512346,-70.92847425783621,-79.61008063060072,-74.26072413786035,-82.35274553695665,
-18.179860748809975,-29.402618952256415,-28.314289614517357,-40.900217828427884,-34.42700059875855,-49.765863998048445,-40.50665676801281,-41.16275608753368,-46.102420603526895,-60.40366841970447,-62.35347764232869,-54.91526335543007,-65.13137636345745,-61.877873626772704,-67.70530569727315,-66.1238968517291,-60.439322192619656,-72.58257916819284,-69.67056046027867,-67.01757850406361,-69.39311696684042,-69.98356542271682,-75.40098333633145,-83.39279669279951,-87.16366565282853
-38.92258886159453,-29.766761959001887,-34.07269025407266,-29.738409854555975,-31.790703007767533,-40.895956883947136,-38.45712894435311,-52.05069104270323,-50.10301363304213,-51.648213026246815,-56.77938354510988,-67.91134926239877,-66.72419397245972,-56.64901411965684,-72.1152103160882,-73.3726257623339,-74.08072439463076,-73.41506762930894,-68.72923847082176,-75.23104083163969,-66.69519893353319,-68.4582524141524,-68.22239444343744,-88.58213814581931,-71.04464760961294
-35.04468589566852,-25.14759176900906,-48.61386160560788,-33.950706836720364,-47.280600875466206,-32.62387551830118,-72.02477318563724,-37.886202753736384,-61.04013121693759,-34.31738408949132,-67.60907570524422,-44.00928238628461,-74.68093403964703,-43.39687991059523,-79.9371738341867,-56.56632836003582,-70.3844475092976,-54.394942892287425,,-56.762944272897535,-81.43101609900846,-56.03938132159618,-80.68306794607018,-53.65610738616271,-72.54158553771597
-45.5168644339848,-48.92296782930717,-54.43169697154383,-60.12068171315914,-56.203015519390945,-66.60268365497592,-64.6780070873163,-70.27161264900127,-83.76565729612291,-81.80552775338593,-86.70626680438515,-85.18652100885978,-89.50429442620337,,-87.97683073246604,-89.75276558498813,,,,,,,,,
-53.65616172107827,-45.617718288666175,-47.18601322339786,-64.5401088526262,-51.73902397055574,-60.36109282080189,-57.46792140111841,-68.07003353950793,-59.61061254699234,-59.06355414353699,-57.2710103314492,-69.11299799183534,-69.21103081679516,-70.85417175051876,-76.0792557364674,-77.98925584218294,-75.51899959263051,-87.86064431079377,-82.51598292430468,-87.8379142073278,,,,,
-28.385753544343714,-36.459074101327914,-42.379783852069025,-40.08215884688281,-49.60317513645959,-53.10347833753484,-52.44473049692518,-53.651671062101784,-59.850768808904185,-56.0496484355783,-54.58517395463962,-69.97481021175112,-73.36348679426548,-60.54079291607667,-60.509983654951704,-64.9947604998814,-87.23352663479479,-80.41900787064824,-85.50286107693684,-89.3162391695178,-84.5083269874798,-76.2203031501718,-89.8710758387094,-83.43926919614086,-87.96384956090638
-45.42071649358927,-42.15274795777744,-57.76970997990866,-56.92715732540145,-68.61910514748408,-84.29244050117006,-74.94727339557828,-71.59321737332692,-85.7112760791505,,,,,,,,,,,,,,,,
-34.63423669440964,-50.07978356467801,-47.525039003307676,-57.2233420007533,-61.990868277308884,-70.76076839217208,-58.88238323821253,-70.49682144428019,-78.6468971530686,-77.24051287993115,-70.77029495081864,-74.86620928598752,-82.3483320208951,-89.41946922962215,-83.07696001546469,-87.64449771550306,-83.96548494873298,-82.09395389382085,-86.73184705862393,-88.29408441339217,-85.83884056051778,,,,
-29.966727109509367,-48.61980385833723,-45.39051698612951,-64.16634271585812,-51.59543376695365,-63.16415221495259,-71.03818237153271,-80.37349722348115,-83.89168724387393,-80.25079250951411,-85.85448189455688,-84.9379819815576,-86.61905783466263,,,,,,,,,,,,
-34.691125289269,-42.23867473360748,-39.35562276311084,-41.65377360114414,-52.083932000587644,-47.59957530787848,-52.648270865384575,-54.9238725212285,-63.097186922247566,-64.4099679052197,-56.403877345583915,-54.43154145950854,-68.28963135261296,-74.63815618791574,-73.28948928791151,-76.85359668044019,-78.9330298620639,-77.75766484035283,-84.35059590984886,-84.79252880023184,-85.71931821378432,-88.12655620534042,-88.72746728327661,-87.52712990857908,-81.40380499598636
-51.45358810265048,-54.30584544955774,-52.226982259723165,-70.42212550301069,-63.41666614140391,-70.22797306824005,-73.05391215518098,-72.39883896018388,-82.7058748810602,-80.10313655889183,-84.9992441852633,,-86.55949625672918,,,,,,,,,,,,
-32.9864609584729,-53.818848139827374,-46.20460290919664,-50.394034381894365,-48.884731650757615,-65.5758977050239,-62.837268335884524,-57.85409469344901,-64.8138315618519,-79.95437145239528,-72.01148846975832,-83.76838019633226,-79.89928067865456,-81.26608525504145,-88.09476330838274,-82.03223171437035,-81.61391925936235,-79.035701439279,-88.37781443740339,-86.60438337098077,-85.95138573543481,-85.44817181660957,,,
-46.990147525055974,-46.19257358573965,-52.41537263509588,-53.18313680272513,-66.10380716138938,-49.68808400852312,-57.90547944299961,-81.24601903435621,-87.70204055834935,-68.37521528215925,-65.78006820169415,-81.88961026853032,-80.89616588877118,-80.41850543073606,-76.35964568669586,,,,,,,,,,
